battery_id,cycle,cell_voltage,pack_voltage,pack_current,cell_temperature,soc,dod,c_rate,soh_pct,rul_cycles,cycle_index,cycle_number,battery_age_cycles,temperature_mean,temperature_std,temperature_min,temperature_max,ambient_temperature_c_x,ambient_temperature_c_y,voltage_mean,voltage_std,voltage_min,voltage_max,current_mean,current_std,current_min,current_max,soh,capacity_ah,soh_capacity_ratio,duration_s,sample_count,cutoff_voltage_v,capacity_lag_1,capacity_delta_1,capacity_roll_mean_3,capacity_roll_std_3,capacity_roll_mean_5,capacity_roll_std_5,voltage_mean_roll_3,temperature_mean_roll_3,duration_roll_mean_3,charge_duration_s_ctx,charge_voltage_max_ctx,charge_current_mean_ctx,impedance_cycle_index_ctx,impedance_mean_ctx,re_value_ctx,rct_value_ctx,operation_type,cohort,load_profile,recent_capacity_slope_5,recent_capacity_slope_10,temperature_stress_cum,dod_stress_cum,c_rate_stress_cum,physics_proxy_rul,life_fraction,health_score
1,11,3.231,355.44,34.52,44.6,0.007020000000000001,0.00358,0.35,99.96,4490,11.0,11.0,11.0,44.6,0.0,44.6,44.6,44.6,44.6,3.231,0.0,3.231,3.231,0.7,0.0,0.7,0.7,0.9995999999999999,1.9991999999999999,0.9995999999999999,514.2857142857143,1.0,2.7,1.9991999999999999,0.0,1.9991999999999999,0.0,1.99928,0.00010954451150219426,3.2273333333333336,37.53333333333333,552.3809523809523,514.2857142857143,3.231,0.7,,,,,battery_simulated,temp_high__crate_low,dod_low__crate_low,-4.0000000000040004e-05,-5.9999999999993395e-05,116.69999999999999,0.04266,5.79,3991.9999999999977,0.011,0.9995999999999999
1,12,3.232,355.53,28.61,32.6,0.006979999999999999,0.00358,0.29,99.95,4490,12.0,12.0,12.0,32.6,0.0,32.6,32.6,32.6,32.6,3.232,0.0,3.232,3.232,0.58,0.0,0.58,0.58,0.9995,1.999,0.9995,620.6896551724138,1.0,2.7,1.9991999999999999,-0.00019999999999975593,1.9991333333333332,0.00011547005383613368,1.9992,0.0001414213562383871,3.2373333333333334,33.699999999999996,592.6108374384236,620.6896551724138,3.232,0.58,,,,,battery_simulated,temp_mid__crate_low,dod_low__crate_low,-7.999999999999118e-05,-7.999999999996898e-05,124.29999999999998,0.046239999999999996,6.08,3990.0,0.012,0.9995
1,13,3.188,350.65,50.49,34.6,0.00624,0.00638,0.5,99.95,4488,13.0,13.0,13.0,34.6,0.0,34.6,34.6,34.6,34.6,3.188,0.0,3.188,3.188,1.0,0.0,1.0,1.0,0.9995,1.999,0.9995,360.0,1.0,2.7,1.999,0.0,1.9990666666666668,0.00011547005383605355,1.99912,0.00010954451150267819,3.217,37.266666666666666,498.3251231527094,360.0,3.188,1.0,,,,,battery_simulated,temp_mid__crate_low,dod_low__crate_low,-7.999999999999118e-05,-5.9999999999993395e-05,133.89999999999998,0.05262,6.58,3990.0,0.013,0.9995
1,14,3.158,347.41,108.6,38.3,0.00615,0.0071200000000000005,1.09,99.93,3612,14.0,14.0,14.0,38.3,0.0,38.3,38.3,38.3,38.3,3.158,0.0,3.158,3.158,2.18,0.0,2.18,2.18,0.9993000000000001,1.9986000000000002,0.9993000000000001,300.0,1.0,2.7,1.999,-0.00039999999999995595,1.9988666666666666,0.00023094010767473518,1.9989999999999999,0.0002449489742792925,3.1926666666666663,35.166666666666664,426.89655172413796,300.0,3.158,2.18,,,,,battery_simulated,temp_mid__crate_mid,dod_low__crate_mid,-0.00011999999999994238,-7.999999999999118e-05,147.2,0.05974,7.67,3986.0000000000005,0.014,0.9993000000000001
1,15,3.218,353.97,39.15,27.9,0.00686,0.004920000000000001,0.39,99.93,3807,15.0,15.0,15.0,27.9,0.0,27.9,27.9,27.9,27.9,3.218,0.0,3.218,3.218,0.78,0.0,0.78,0.78,0.9993000000000001,1.9986000000000002,0.9993000000000001,461.53846153846155,1.0,2.7,1.9986000000000002,0.0,1.9987333333333337,0.00023094010767451084,1.9988800000000002,0.0002683281573011689,3.188,33.6,373.8461538461538,461.53846153846155,3.218,0.78,,,,,battery_simulated,temp_low__crate_low,dod_low__crate_low,-0.00011999999999994238,-7.999999999999118e-05,150.1,0.06466,8.06,3986.0000000000005,0.015,0.9993000000000001
1,16,3.241,356.55,23.81,27.6,0.0071200000000000005,0.00302,0.24,99.93,4125,16.0,16.0,16.0,27.6,0.0,27.6,27.6,27.6,27.6,3.241,0.0,3.241,3.241,0.48,0.0,0.48,0.48,0.9993000000000001,1.9986000000000002,0.9993000000000001,750.0,1.0,2.7,1.9986000000000002,0.0,1.9986000000000002,0.0,1.99876,0.00021908902300400723,3.205666666666667,31.266666666666666,503.8461538461538,750.0,3.241,0.48,,,,,battery_simulated,temp_low__crate_low,dod_low__crate_low,-0.00011999999999994238,-7.999999999999118e-05,152.7,0.06767999999999999,8.3,3986.0000000000005,0.016,0.9993000000000001
1,17,3.245,356.92,51.41,40.3,0.00767,0.0037,0.51,99.92,4180,17.0,17.0,17.0,40.3,0.0,40.3,40.3,40.3,40.3,3.245,0.0,3.245,3.245,1.02,0.0,1.02,1.02,0.9992,1.9984,0.9992,352.94117647058823,1.0,2.7,1.9986000000000002,-0.00020000000000020002,1.9985333333333335,0.00011547005383467545,1.99864,0.00021908902300444807,3.234666666666667,31.933333333333334,521.4932126696832,352.94117647058823,3.245,1.02,,,,,battery_simulated,temp_high__crate_low,dod_low__crate_low,-0.00012000000000003119,-0.00010000000000001119,168.0,0.07137999999999999,8.81,3983.999999999553,0.017,0.9992
1,18,3.211,353.24,44.15,31.9,0.0068000000000000005,0.00557,0.44,99.92,4233,18.0,18.0,18.0,31.9,0.0,31.9,31.9,31.9,31.9,3.211,0.0,3.211,3.211,0.88,0.0,0.88,0.88,0.9992,1.9984,0.9992,409.09090909090907,1.0,2.7,1.9984,0.0,1.9984666666666666,0.00011547005383437098,1.9985200000000003,0.00010954451150651677,3.2323333333333335,33.26666666666667,504.01069518716577,409.09090909090907,3.211,0.88,,,,,battery_simulated,temp_mid__crate_low,dod_low__crate_low,-0.00012000000000003119,-0.00010000000000001119,174.9,0.07694999999999999,9.25,3983.999999999553,0.018,0.9992
1,19,3.201,352.11,96.74,44.2,0.007040000000000001,0.00452,0.97,99.91,3751,19.0,19.0,19.0,44.2,0.0,44.2,44.2,44.2,44.2,3.201,0.0,3.201,3.201,1.94,0.0,1.94,1.94,0.9991,1.9982,0.9991,300.0,1.0,2.7,1.9984,-0.00019999999999997797,1.9983333333333333,0.00011547005383376204,1.99844,0.0001673320053106764,3.219,38.800000000000004,354.01069518716577,300.0,3.201,1.94,,,,,battery_simulated,temp_high__crate_mid,dod_low__crate_mid,-8.00000000000356e-05,-9.999999999998899e-05,194.10000000000002,0.08146999999999999,10.22,3981.9999999999986,0.019,0.9991
1,20,3.203,352.37,37.56,26.7,0.00642,0.00468,0.38,99.9,3973,20.0,20.0,20.0,26.7,0.0,26.7,26.7,26.7,26.7,3.203,0.0,3.203,3.203,0.76,0.0,0.76,0.76,0.9990000000000001,1.9980000000000002,0.9990000000000001,473.6842105263158,1.0,2.7,1.9982,-0.00019999999999975593,1.9982,0.0001999999999971839,1.99832,0.00022803508502287337,3.205,34.266666666666666,394.25837320574163,473.6842105263158,3.203,0.76,,,,,battery_simulated,temp_low__crate_low,dod_low__crate_low,-0.00011999999999998679,-0.00011999999999996458,195.8,0.08614999999999999,10.600000000000001,3316.666666667647,0.02,0.9990000000000001
1,21,3.228,355.04,41.21,37.7,0.00705,0.00395,0.41,99.9,4108,21.0,21.0,21.0,37.7,0.0,37.7,37.7,37.7,37.7,3.228,0.0,3.228,3.228,0.82,0.0,0.82,0.82,0.9990000000000001,1.9980000000000002,0.9990000000000001,439.0243902439025,1.0,2.7,1.9980000000000002,0.0,1.9980666666666667,0.00011547005383254417,1.9982,0.00020000000000369164,3.2106666666666666,36.2,404.23620025673944,439.0243902439025,3.228,0.82,,,,,battery_simulated,temp_mid__crate_low,dod_low__crate_low,-0.00011999999999998679,-0.00011999999999996458,208.5,0.09009999999999999,11.010000000000002,3316.666666667647,0.021,0.9990000000000001
1,22,3.215,353.62,33.11,23.8,0.00662,0.0041600000000000005,0.33,99.9,4403,22.0,22.0,22.0,23.8,0.0,23.8,23.8,23.8,23.8,3.215,0.0,3.215,3.215,0.66,0.0,0.66,0.66,0.9990000000000001,1.9980000000000002,0.9990000000000001,545.4545454545454,1.0,2.7,1.9980000000000002,0.0,1.9980000000000002,0.0,1.9981200000000001,0.00017888543820433582,3.2153333333333336,29.400000000000002,486.05438207492125,545.4545454545454,3.215,0.66,,,,,battery_simulated,temp_low__crate_low,dod_low__crate_low,-7.999999999994679e-05,-9.999999999998899e-05,208.5,0.09425999999999998,11.340000000000002,3980.000000000001,0.022,0.9990000000000001
1,23,3.213,353.44,48.37,34.8,0.006729999999999999,0.0040100000000000005,0.48,99.9,4477,23.0,23.0,23.0,34.8,0.0,34.8,34.8,34.8,34.8,3.213,0.0,3.213,3.213,0.96,0.0,0.96,0.96,0.9990000000000001,1.9980000000000002,0.9990000000000001,375.0,1.0,2.7,1.9980000000000002,0.0,1.9980000000000002,0.0,1.9980400000000003,8.944271910937807e-05,3.218666666666667,32.1,453.159645232816,375.0,3.213,0.96,,,,,battery_simulated,temp_mid__crate_low,dod_low__crate_low,-7.999999999994679e-05,-9.999999999998899e-05,218.3,0.09826999999999998,11.820000000000002,3980.000000000001,0.023,0.9990000000000001
1,24,3.212,353.35,38.79,32.4,0.006690000000000001,0.00485,0.39,99.89,4476,24.0,24.0,24.0,32.4,0.0,32.4,32.4,32.4,32.4,3.212,0.0,3.212,3.212,0.78,0.0,0.78,0.78,0.9989,1.9978,0.9989,461.53846153846155,1.0,2.7,1.9980000000000002,-0.00020000000000020002,1.9979333333333333,0.00011547005383222368,1.9979600000000002,8.944271911014765e-05,3.2133333333333334,30.333333333333332,460.6643356643356,461.53846153846155,3.212,0.78,,,,,battery_simulated,temp_mid__crate_low,dod_low__crate_low,-7.999999999999118e-05,-8.00000000000134e-05,225.70000000000002,0.10311999999999999,12.210000000000003,3977.999999999999,0.024,0.9989
1,25,3.187,350.52,51.14,44.0,0.00617,0.005579999999999999,0.51,99.88,4224,25.0,25.0,25.0,44.0,0.0,44.0,44.0,44.0,44.0,3.187,0.0,3.187,3.187,1.02,0.0,1.02,1.02,0.9987999999999999,1.9975999999999998,0.9987999999999999,352.94117647058823,1.0,2.7,1.9978,-0.00020000000000020002,1.9978,0.00019999999999644375,1.9978800000000003,0.00017888543820545604,3.204,37.06666666666666,396.49321266968326,352.94117647058823,3.187,1.02,,,,,battery_simulated,temp_high__crate_low,dod_low__crate_low,-8.000000000008001e-05,-0.0001000000000000334,244.70000000000002,0.10869999999999999,12.720000000000002,3975.9999999986694,0.025,0.9987999999999999
1,26,3.231,355.44,31.4,38.2,0.00701,0.0038,0.31,99.88,4403,26.0,26.0,26.0,38.2,0.0,38.2,38.2,38.2,38.2,3.231,0.0,3.231,3.231,0.62,0.0,0.62,0.62,0.9987999999999999,1.9975999999999998,0.9987999999999999,580.6451612903226,1.0,2.7,1.9975999999999998,0.0,1.9976666666666665,0.00011547005383068526,1.9977999999999998,0.00020000000000514604,3.2099999999999995,38.199999999999996,465.04159976645747,580.6451612903226,3.231,0.62,,,,,battery_simulated,temp_mid__crate_low,dod_low__crate_low,-8.000000000008001e-05,-0.0001000000000000334,257.90000000000003,0.11249999999999999,13.030000000000003,3975.9999999986694,0.026,0.9987999999999999
1,27,3.208,352.86,89.03,40.0,0.00703,0.00369,0.89,99.88,4223,27.0,27.0,27.0,40.0,0.0,40.0,40.0,40.0,40.0,3.208,0.0,3.208,3.208,1.78,0.0,1.78,1.78,0.9987999999999999,1.9975999999999998,0.9987999999999999,300.0,1.0,2.7,1.9975999999999998,0.0,1.9975999999999998,0.0,1.99772,0.00017888543820595258,3.2086666666666672,40.73333333333333,411.1954459203036,300.0,3.208,1.78,,,,,battery_simulated,temp_high__crate_mid,dod_low__crate_mid,-8.000000000008001e-05,-8.00000000000134e-05,272.90000000000003,0.11618999999999999,13.920000000000003,3975.9999999999973,0.027,0.9987999999999999
1,28,3.25,357.45,50.89,34.4,0.007809999999999999,0.0034000000000000002,0.51,99.87,4395,28.0,28.0,28.0,34.4,0.0,34.4,34.4,34.4,34.4,3.25,0.0,3.25,3.25,1.02,0.0,1.02,1.02,0.9987,1.9974,0.9987,352.94117647058823,1.0,2.7,1.9975999999999998,-0.00019999999999975593,1.9975333333333332,0.00011547005382946739,1.9975999999999998,0.00014142135624504624,3.2296666666666667,37.53333333333333,411.1954459203036,352.94117647058823,3.25,1.02,,,,,battery_simulated,temp_mid__crate_low,dod_low__crate_low,-0.00012000000000003119,-9.999999999998899e-05,282.3,0.11958999999999999,14.430000000000003,3973.9999999999995,0.028,0.9987
1,29,3.231,355.39,28.4,21.8,0.0069099999999999995,0.00339,0.28,99.87,4471,29.0,29.0,29.0,21.8,0.0,21.8,21.8,21.8,21.8,3.231,0.0,3.231,3.231,0.56,0.0,0.56,0.56,0.9987,1.9974,0.9987,642.8571428571428,1.0,2.7,1.9974,0.0,1.9974666666666667,0.00011547005382900267,1.9975199999999997,0.0001095445115112751,3.2296666666666667,32.06666666666667,431.9327731092437,642.8571428571428,3.231,0.56,,,,,battery_simulated,temp_low__crate_low,dod_low__crate_low,-7.999999999999118e-05,-7.999999999999118e-05,282.3,0.12297999999999999,14.710000000000003,3973.9999999999995,0.029,0.9987
1,30,3.141,345.48,98.02,38.4,0.00547,0.0072,0.98,99.86,3702,30.0,30.0,30.0,38.4,0.0,38.4,38.4,38.4,38.4,3.141,0.0,3.141,3.141,1.96,0.0,1.96,1.96,0.9986,1.9972,0.9986,300.0,1.0,2.7,1.9974,-0.00019999999999997797,1.9973333333333334,0.00011547005382807324,1.9974399999999999,0.00016733200531373173,3.207333333333333,31.53333333333333,431.9327731092437,300.0,3.141,1.96,,,,,battery_simulated,temp_mid__crate_mid,dod_low__crate_mid,-7.999999999994679e-05,-8.00000000000134e-05,295.7,0.13018,15.690000000000003,3972.0,0.03,0.9986
1,31,3.258,358.37,45.86,46.9,0.008,0.0027,0.46,99.85,3842,31.0,31.0,31.0,46.9,0.0,46.9,46.9,46.9,46.9,3.258,0.0,3.258,3.258,0.92,0.0,0.92,0.92,0.9984999999999999,1.9969999999999999,0.9984999999999999,391.30434782608694,1.0,2.7,1.9972,-0.00020000000000020002,1.9972,0.00019999999999380697,1.9973199999999998,0.00022803508502524682,3.2099999999999995,35.699999999999996,444.72049689440996,391.30434782608694,3.258,0.92,,,,,battery_simulated,temp_high__crate_low,dod_low__crate_low,-0.00011999999999998679,-0.0001000000000000334,317.59999999999997,0.13288,16.150000000000002,3969.999999998672,0.031,0.9984999999999999
1,32,3.255,358.0,26.61,25.6,0.00762,0.0033399999999999997,0.27,99.85,4150,32.0,32.0,32.0,25.6,0.0,25.6,25.6,25.6,25.6,3.255,0.0,3.255,3.255,0.54,0.0,0.54,0.54,0.9984999999999999,1.9969999999999999,0.9984999999999999,666.6666666666666,1.0,2.7,1.9969999999999999,0.0,1.9970666666666668,0.00011547005382621438,1.9972,0.00020000000000664901,3.218,36.96666666666667,452.6570048309179,666.6666666666666,3.255,0.54,,,,,battery_simulated,temp_low__crate_low,dod_low__crate_low,-0.00011999999999998679,-0.0001000000000000334,318.2,0.13622,16.42,3969.999999998672,0.032,0.9984999999999999
1,33,3.243,356.74,25.77,42.0,0.00722,0.0032299999999999994,0.26,99.85,4347,33.0,33.0,33.0,42.0,0.0,42.0,42.0,42.0,42.0,3.243,0.0,3.243,3.243,0.52,0.0,0.52,0.52,0.9984999999999999,1.9969999999999999,0.9984999999999999,692.3076923076923,1.0,2.7,1.9969999999999999,0.0,1.9969999999999999,0.0,1.99712,0.00017888543820770276,3.2520000000000002,38.166666666666664,583.4262356001486,692.3076923076923,3.243,0.52,,,,,battery_simulated,temp_high__crate_low,dod_low__crate_low,-8.00000000000356e-05,-0.0001000000000000334,335.2,0.13945000000000002,16.680000000000003,3969.999999998672,0.033,0.9984999999999999
1,34,3.268,359.45,23.79,23.6,0.008020000000000001,0.0028499999999999997,0.24,99.85,4466,34.0,34.0,34.0,23.6,0.0,23.6,23.6,23.6,23.6,3.268,0.0,3.268,3.268,0.48,0.0,0.48,0.48,0.9984999999999999,1.9969999999999999,0.9984999999999999,750.0,1.0,2.7,1.9969999999999999,0.0,1.9969999999999999,0.0,1.9970399999999997,8.944271911594439e-05,3.255333333333333,30.399999999999995,702.991452991453,750.0,3.268,0.48,,,,,battery_simulated,temp_low__crate_low,dod_low__crate_low,-8.00000000000356e-05,-8.00000000000134e-05,335.2,0.1423,16.92,3969.9999999999977,0.034,0.9984999999999999
1,35,3.238,356.14,32.79,37.3,0.00726,0.00412,0.33,99.84,4465,35.0,35.0,35.0,37.3,0.0,37.3,37.3,37.3,37.3,3.238,0.0,3.238,3.238,0.66,0.0,0.66,0.66,0.9984000000000001,1.9968000000000001,0.9984000000000001,545.4545454545454,1.0,2.7,1.9969999999999999,-0.00019999999999975593,1.9969333333333334,0.0001154700538249965,1.99696,8.944271911655262e-05,3.2496666666666663,34.300000000000004,662.5874125874126,545.4545454545454,3.238,0.66,,,,,battery_simulated,temp_mid__crate_low,dod_low__crate_low,-7.999999999999118e-05,-7.999999999996898e-05,347.5,0.14642000000000002,17.25,3968.0,0.035,0.9984000000000001
1,36,3.256,358.18,27.96,42.3,0.007709999999999999,0.0035299999999999997,0.28,99.84,4464,36.0,36.0,36.0,42.3,0.0,42.3,42.3,42.3,42.3,3.256,0.0,3.256,3.256,0.56,0.0,0.56,0.56,0.9984000000000001,1.9968000000000001,0.9984000000000001,642.8571428571428,1.0,2.7,1.9968000000000001,0.0,1.9968666666666668,0.00011547005382453179,1.99692,0.0001095445115148502,3.2539999999999996,34.4,646.1038961038961,642.8571428571428,3.256,0.56,,,,,battery_simulated,temp_high__crate_low,dod_low__crate_low,-3.999999999995119e-05,-7.999999999996898e-05,364.8,0.14995000000000003,17.53,3968.0,0.036,0.9984000000000001
1,37,3.244,356.8,39.58,41.8,0.00737,0.0024600000000000004,0.4,99.84,4464,37.0,37.0,37.0,41.8,0.0,41.8,41.8,41.8,41.8,3.244,0.0,3.244,3.244,0.8,0.0,0.8,0.8,0.9984000000000001,1.9968000000000001,0.9984000000000001,450.0,1.0,2.7,1.9968000000000001,0.0,1.9968000000000001,0.0,1.9968800000000002,0.00010954451151520998,3.246,40.46666666666667,546.1038961038961,450.0,3.244,0.8,,,,,battery_simulated,temp_high__crate_low,dod_low__crate_low,-3.999999999995119e-05,-7.999999999996898e-05,381.6,0.15241000000000002,17.93,3968.0,0.037,0.9984000000000001
1,38,3.195,351.45,90.19,39.6,0.006790000000000001,0.0045899999999999995,0.9,99.83,4462,38.0,38.0,38.0,39.6,0.0,39.6,39.6,39.6,39.6,3.195,0.0,3.195,3.195,1.8,0.0,1.8,1.8,0.9983,1.9966,0.9983,300.0,1.0,2.7,1.9968000000000001,-0.00020000000000020002,1.9967333333333332,0.00011547005382360236,1.9968,0.00014142135624895576,3.231666666666667,41.23333333333333,464.2857142857144,300.0,3.195,1.8,,,,,battery_simulated,temp_mid__crate_mid,dod_low__crate_mid,-7.999999999999118e-05,-8.00000000000134e-05,396.20000000000005,0.15700000000000003,18.83,3965.999999999998,0.038,0.9983
1,39,3.244,356.87,27.77,26.2,0.00732,0.0035100000000000005,0.28,99.83,4461,39.0,39.0,39.0,26.2,0.0,26.2,26.2,26.2,26.2,3.244,0.0,3.244,3.244,0.56,0.0,0.56,0.56,0.9983,1.9966,0.9983,642.8571428571428,1.0,2.7,1.9966,0.0,1.9966666666666668,0.0001154700538229133,1.9967200000000003,0.00010954451151683156,3.2276666666666665,35.86666666666667,464.2857142857144,642.8571428571428,3.244,0.56,,,,,battery_simulated,temp_low__crate_low,dod_low__crate_low,-7.999999999999118e-05,-8.00000000000134e-05,397.40000000000003,0.16051000000000004,19.11,3965.999999999998,0.039,0.9983
1,40,3.206,352.62,39.33,26.8,0.006520000000000001,0.0049700000000000005,0.39,99.83,4461,40.0,40.0,40.0,26.8,0.0,26.8,26.8,26.8,26.8,3.206,0.0,3.206,3.206,0.78,0.0,0.78,0.78,0.9983,1.9966,0.9983,461.53846153846155,1.0,2.7,1.9966,0.0,1.9966,0.0,1.99668,0.00010954451151712547,3.215,30.86666666666667,468.1318681318682,461.53846153846155,3.206,0.78,,,,,battery_simulated,temp_low__crate_low,dod_low__crate_low,-4.0000000000040004e-05,-6.0000000000015594e-05,399.20000000000005,0.16548000000000004,19.5,3965.999999999998,0.04,0.9983
